log(MSE-NMF-components),comp
6.330091835,55
6.677844305,55
3.424414138,55
6.113642547,55
5.546097138,55
4.00805425,55
4.025819971,55
4.430866752,55
3.962586557,55
1.297209803,55
6.287991371,55
4.584256447,55
5.063232898,55
5.664559943,55
4.934045168,55
1.04435601,55
2.590426988,55
3.331361652,55
3.715213829,55
5.7650718,55
6.55416854,55
5.586348499,55
5.609898671,55
5.085758507,55
7.540091066,55
2.632894536,55
3.917423132,55
3.689579206,55
5.921085108,55
3.763153107,55
6.147666366,55
4.828899259,55
2.004748282,55
1.796096263,55
4.167322673,55
1.921753794,55
3.350749656,55
1.136030058,55
4.789267179,55
6.308702885,55
7.063565835,55
3.45882656,55
5.702762515,55
5.527696259,55
4.935846063,55
5.587737106,55
3.634091822,55
6.54172191,55
5.631199312,55
5.002164254,55
5.059735333,55
6.461194124,55
3.108938064,55
5.012958643,55
2.525131542,55
7.029444345,55
5.055698477,55
4.408789507,55
4.622690218,55
6.152857776,55
6.078478048,55
7.040372699,55
4.425230678,55
5.630740508,55
3.731109393,55
4.691722982,55
3.341967013,55
5.97926554,55
6.062931807,55
6.155614819,55
4.581530375,55
6.725018933,55
5.32838432,55
5.976368763,55
5.179407731,55
8.479295378,55
2.444966786,55
5.014375341,55
3.142804256,55
3.926836148,55
5.276811909,55
6.080023591,55
4.009893935,55
4.920643072,55
8.251051741,55
1.151055942,55
5.175068447,55
5.636510294,55
6.328154034,55
3.983156894,55
3.543549077,55
5.001725891,55
6.777519145,55
2.115181676,55
4.012981819,55
5.828024101,55
5.806954853,55
5.272995333,55
4.923624694,55
5.775335218,55
5.360040448,55
4.297283953,55
6.607146654,55
2.518362715,55
3.879091337,55
6.32597921,55
4.625018289,55
4.926508381,55
5.783008574,55
1.898214204,55
6.624485354,55
5.924477025,55
6.163404939,55
5.314198585,55
6.499018184,55
5.429914192,55
8.834815431,55
4.687835138,55
6.763883904,55
4.905367231,55
2.602139087,55
2.214620003,55
3.725314643,55
3.042292898,55
4.358946039,55
3.865841009,55
5.723465418,55
5.094361582,55
7.172496009,55
6.604420786,55
3.655221487,55
3.556625931,55
5.630959296,55
5.602787675,55
6.007887219,55
4.083045669,55
2.922567788,55
3.916496019,55
2.721137607,55
5.743821643,55
5.135020205,55
6.420268704,55
4.679071544,55
4.876762046,55
4.197841465,55
4.382514415,55
6.21709545,55
7.048392931,55
3.191693299,55
5.755090992,55
6.264358727,55
5.809832724,55
3.8774133,55
4.616858055,55
3.530767322,55
4.224558379,55
4.847559473,55
3.735479038,55
4.765136399,55
6.028287675,55
4.413687901,55
4.41801243,55
8.116252224,55
5.373606668,55
4.073943108,55
1.999332392,55
3.924478378,55
4.646055216,55
5.980094727,55
4.64513874,55
7.089905427,55
5.799049698,55
4.756629958,55
8.055100318,55
5.540571454,55
3.884519944,55
4.89936986,55
3.395237375,55
3.899846511,55
7.18733489,55
2.532278194,55
4.481943186,55
0.694031799,55
4.502522898,55
5.82125269,55
4.715246326,55
5.523461783,55
3.349459074,55
6.950849656,55
7.227612699,55
7.822905053,55
5.157607209,55
3.930688955,55
5.410043413,55
4.013864764,55
2.221393374,55
2.875053031,55
4.919393791,55
3.98485765,55
7.876082574,55
7.889607044,55
5.817068471,55
4.423239788,55
6.444310901,55
5.231830334,55
6.248375738,55
5.666151675,55
6.399200355,55
4.797861325,55
3.1881586,55
7.077092641,55
6.715610448,55
3.608538011,55
1.903518083,55
7.545319212,55
4.74555383,55
3.830437335,55
2.086076131,55
3.42460644,55
0.77128895,55
4.275539937,55
3.528021903,55
6.036185608,55
4.666241629,55
6.153944385,55
5.902169876,55
5.729940742,55
3.476909908,55
5.842298524,55
3.932915892,55
7.461058872,55
3.153630674,55
5.938502397,55
5.672003481,55
4.523419936,55
4.406518444,55
6.695411601,55
1.810136628,55
4.96373991,55
7.088102856,55
8.450139857,55
6.644062705,55
6.814552478,55
3.621404089,55
3.513214314,55
4.325984429,55
4.218039316,55
5.032087899,55
2.099510115,55
3.874606815,55
3.701023886,55
4.631338016,60
3.666445698,60
2.577356111,60
4.87127021,60
5.773637164,60
5.038929336,60
3.600107606,60
6.664091104,60
6.716078113,60
6.877498725,60
6.280047255,60
5.771144174,60
4.57454595,60
5.731365758,60
3.897085332,60
6.486148089,60
3.860876506,60
3.3143003,60
5.490352954,60
1.937262549,60
4.782930294,60
4.972144222,60
3.658355434,60
5.632720661,60
4.518007541,60
3.677328084,60
2.714389926,60
4.328321956,60
4.344339139,60
5.740055859,60
3.769171319,60
5.948319686,60
5.053573895,60
3.775079688,60
6.281443432,60
4.148493856,60
6.039239523,60
5.133177135,60
7.397654197,60
8.507174609,60
4.155412847,60
9.006428739,60
5.252991292,60
5.900739284,60
5.384380615,60
4.489491696,60
5.830235544,60
2.523922816,60
3.283831587,60
3.985989976,60
5.02137605,60
4.635274452,60
6.354157165,60
7.331893226,60
5.23301423,60
5.029203791,60
4.607327282,60
7.555068192,60
3.372540023,60
4.787407053,60
3.523789707,60
5.085042599,60
8.871700492,60
4.343558476,60
5.711999709,60
8.459448677,60
5.120905005,60
2.532354593,60
5.008239543,60
1.706286659,60
6.24406838,60
4.434040828,60
2.969177347,60
7.933567097,60
6.377123235,60
5.941197963,60
5.127511886,60
5.85408079,60
5.573939688,60
3.795376371,60
3.186052961,60
4.047188804,60
4.183682548,60
5.56309436,60
2.983274009,60
4.005768908,60
3.567708145,60
6.031058701,60
3.194559744,60
3.192163566,60
6.187572789,60
4.988022117,60
5.971021641,60
4.011108288,60
3.715030636,60
7.650842613,60
6.050958015,60
6.372148734,60
6.71559412,60
6.414452811,60
8.787548597,60
5.446724941,60
4.763585875,60
6.550245658,60
5.268418723,60
1.229840769,60
5.474532697,60
6.881793672,60
4.065156322,60
5.521966344,60
6.291627743,60
5.839268133,60
5.91277696,60
5.55734178,60
3.365528459,60
5.184292785,60
6.923645704,60
4.616567091,60
4.226413539,60
8.72237848,60
4.162714987,60
7.15962275,60
3.323813583,60
5.29035884,60
5.98405646,60
5.036323624,60
6.915603142,60
5.220084924,60
4.62466385,60
3.815542555,60
2.954039513,60
4.955897546,60
4.982944317,60
5.604003896,60
5.453239974,60
4.597568275,60
5.948071442,60
4.712561414,60
4.39475692,60
5.919131937,60
5.217236026,60
5.911741581,60
4.387827003,60
3.74305308,60
4.886432925,60
5.211930988,60
2.842211329,60
8.341498631,60
4.736280361,60
2.728907622,60
4.759575786,60
5.000059137,60
5.394356165,60
1.708685421,60
4.887248283,60
3.912523674,60
7.147909814,60
5.34390533,60
2.508303535,60
4.026492724,60
8.635178808,60
6.11668271,60
4.71116952,60
4.11260761,60
5.596151135,60
5.638059496,60
5.779491936,60
5.371043546,60
5.242453836,60
1.792677119,60
6.638272036,60
2.125373141,60
5.120063666,60
5.066796173,60
3.016829265,60
5.558942143,60
4.916557661,60
2.495682125,60
4.047165343,60
4.81554086,60
5.255538984,60
5.719770268,60
4.864403851,60
4.259411956,60
5.270652273,60
5.896919844,60
5.434581856,60
4.754108461,60
4.609012587,60
4.562774185,60
5.342343232,60
3.83563625,60
3.127511281,60
4.678585758,60
3.600127199,60
4.056443535,60
3.92755123,60
8.019948326,60
5.493531027,60
6.568397481,60
3.981091314,60
5.497520554,60
7.211230074,60
5.657467623,60
2.870296164,60
2.973213467,60
6.732871327,60
3.665900936,60
5.165202321,60
6.768764799,60
7.465459495,60
4.773627693,60
4.46310904,60
4.876730878,60
5.605775251,60
5.106107851,60
5.021102377,60
4.31833167,60
4.41274188,60
5.982384292,60
3.527287291,60
4.662584381,60
4.432559142,60
8.183422114,60
7.814143332,60
6.989272499,60
5.258908672,60
4.439381433,60
5.714267727,60
3.385150844,60
3.654264299,60
3.229363242,60
3.624297801,60
6.019179522,60
4.629609992,60
4.182050842,60
4.980514764,60
4.948047452,60
3.858554817,60
6.723514285,60
4.303594641,60
2.260013802,60
6.501891295,60
4.551347965,60
2.029549468,60
7.177697919,60
4.787104094,60
7.967255352,60
4.977966419,60
4.377922383,60
5.539199325,60
2.959258151,60
7.391308888,60
2.954514267,60
4.326685596,60
6.460272532,60
8.102108105,60
4.45399788,60
3.510039835,60
3.484016149,60
8.103087544,60
5.279451712,60
4.123202449,60
4.800886208,60
5.558231533,60
1.171213956,60
6.293845898,60
3.967034188,60
5.321575667,60
6.735777568,60
7.059067886,60
2.935926999,60
4.241586009,60
6.43399389,60
8.862803485,60
3.404947563,60
3.966383217,60
6.892388654,60
6.662957838,60
6.245024373,60
6.446596718,60
4.975818006,60
8.681158556,60
5.770796005,60
4.900145998,60
5.901547369,60
4.952610775,60
5.870554455,60
7.1981668,60
8.754918073,60
4.938582719,60
5.437570531,60
4.883864502,60
2.121086562,60
4.617856102,60
3.026187979,60
5.291440519,60
5.546204858,60
5.945507165,60
4.956188583,60
6.660190285,60
6.52543503,60
4.21404678,60
4.778028236,60
4.649604301,60
3.135920708,60
4.358749269,60
4.363292014,60
4.519479514,60
6.805753392,60
4.596049587,60
4.467935831,60
4.567106067,60
5.440024636,60
5.269592381,60
4.848448652,60
6.380887485,60
5.06902924,60
5.503253936,60
7.217411772,60
3.819511579,60
2.915785119,60
4.845148769,60
7.160428632,60
3.812935835,60
2.665564888,60
1.837136503,60
4.810946635,60
5.143395668,60
7.301364906,60
5.137614109,60
5.431982656,60
5.634415966,60
6.806693524,60
5.367002533,60
3.958542119,60
3.305438137,60
6.084036259,60
-0.353219356,60
3.303739562,60
6.265960401,60
4.778849567,60
2.558714942,60
2.287255175,60
5.815942544,60
5.196669028,60
5.576999096,60
7.638530222,60
6.385493895,60
2.669549931,60
6.731043975,60
1.528760747,60
4.329327138,60
5.370642215,60
5.530335848,60
5.090948116,60
1.72232345,60
3.690827628,60
6.660999649,60
4.93603175,60
4.239417913,60
2.56312368,60
5.885106881,60
4.936911926,60
2.513235153,60
4.391872755,60
5.203700458,60
7.498039137,60
0.768894129,60
6.788067526,60
5.432546586,60
5.055893236,60
5.854255047,60
3.97551919,60
1.62793641,60
4.269876271,60
6.780731769,60
7.483769891,60
4.131421271,60
2.41753208,60
5.522038388,60
4.878245014,60
3.291809489,60
5.991751867,60
5.064803379,60
4.260727211,60
6.130286538,60
4.539227359,60
5.479562982,60
6.508593429,60
5.400046043,60
3.768163982,60
4.370754426,60
6.103986098,60
4.430245339,60
6.629263935,60
7.038548515,60
3.243742298,60
7.424925018,60
4.785636971,60
4.030741476,60
5.297024952,60
5.260571322,60
5.293795822,60
3.175543791,60
3.731711878,60
6.133142086,60
6.747938259,60
2.096006238,60
2.478534922,60
4.791692299,60
4.183409696,60
5.188050578,60
5.085802951,60
4.987352215,60
3.979537897,60
3.44588932,60
4.514973087,60
4.338640183,60
6.788930708,60
5.162519089,60
4.568905098,60
6.603098776,60
4.021934703,60
4.74558287,60
6.998588107,60
3.98549444,60
5.359069651,60
2.472343834,60
4.543335526,60
3.539581546,60
2.851652628,60
6.159945938,60
6.081387972,60
6.394236186,60
5.868099977,60
4.88394256,60
4.412593342,60
8.887035077,60
3.881520695,60
4.329379009,60
5.067750299,60
4.697092314,60
3.260834673,60
4.205793834,60
4.482474821,60
5.136598127,60
6.394543438,60
3.608579762,60
4.845151769,60
4.670639584,60
7.142317048,60
5.216739146,60
4.020804603,60
5.784535614,60
5.198852725,60
7.493639076,60
7.643700535,60
2.309659922,60
6.112780323,60
5.033372076,60
6.364526288,60
3.310343404,60
4.255898798,60
5.296680361,60
8.9597087,60
5.104275416,60
5.266868916,60
5.567871836,60
1.482660308,60
5.311682322,60
5.73697741,60
6.789597192,60
4.583813373,60
4.568770283,60
4.430360021,60
6.922414623,60
5.615541649,60
4.449047348,60
6.69583232,60
3.027595311,60
4.917429902,60
4.18449694,60
5.892236979,60
8.664242271,60
4.686602637,60
3.604669547,60
4.270597207,60
7.150487812,60
5.480752786,60
8.102961417,60
5.950225313,60
7.554316096,60
5.160720365,60
5.597038443,60
2.60083204,60
6.180366439,60
7.210890046,60
5.441429232,60
5.21267482,60
5.316573472,60
4.47009638,60
5.179899116,60
5.615733295,60
5.639561666,60
4.694148634,60
5.388947701,60
5.511755525,60
6.621577649,60
4.489739195,60
3.504863959,60
6.771156005,60
5.857354156,60
5.074768612,60
5.562845625,60
6.043946437,60
7.031479075,60
7.916255569,60
1.015659824,60
7.695889524,60
6.064676386,60
2.399018244,60
7.060516287,60
3.577641904,60
6.359852554,60
2.523076204,60
5.74364478,60
1.19446424,60
3.749489356,60
5.428895728,60
4.626403124,60
0.513608004,60
4.315109391,60
4.381610746,60
4.979216682,60
6.342430845,60
4.356845168,60
4.462757042,60
6.557974783,60
1.644541439,60
3.834678883,60
3.184095823,60
4.835703722,60
3.836408725,60
6.437115583,60
4.52045005,60
4.584744177,60
4.808998635,60
7.18452642,60
6.90896111,60
4.990526834,60
8.131712296,60
5.216687822,60
4.336232837,60
5.344101614,60
2.758317681,60
7.338925641,60
1.540678255,60
4.544976218,60
5.052225841,60
4.877145986,60
7.24935987,60
3.405624822,60
3.876587453,60
4.085375269,60
5.365448521,60
4.726054825,60
4.72065675,60
0.942750313,60
3.563640523,60
5.750183215,60
6.421018036,60
2.133273629,60
5.90116299,60
4.906164253,60
4.212672471,60
7.385417513,60
5.334072003,60
5.958070051,60
5.832470238,60
7.116740095,60
2.824388147,60
3.859271193,60
5.12848515,60
2.784975261,60
8.268229351,60
2.966358368,60
8.441097478,60
8.063071533,60
4.91248983,60
3.227578085,60
4.739942283,60
4.172453404,60
1.418031019,60
7.472807782,60
5.59451623,60
4.283058363,60
5.234134332,60
6.044291367,60
6.317928546,60
4.864432815,60
6.361063579,60
5.330048555,60
5.97623255,60
1.33339037,60
4.052950305,60
5.415897881,60
3.54308136,60
4.452368617,60
0.929364082,60
6.741732221,60
4.235414808,60
4.420163754,60
6.508789921,60
2.256881743,60
3.941791853,60
2.786848896,60
4.301323417,60
2.70084146,60
3.949246051,60
4.330584958,60
4.984027613,60
3.949071679,60
1.642199186,60
4.309509592,60
5.540240863,60
5.928095142,60
5.365623503,60
3.920221726,60
5.820710653,60
4.71235897,60
5.843678287,60
6.008902635,60
3.118276229,60
6.837664458,60
8.359145556,60
4.049257821,60
5.320825141,60
3.701375816,60
5.36821747,60
4.42901937,60
5.845826869,60
2.9728849,60
4.319000641,60
4.676125709,60
5.698307666,60
4.411898637,60
4.090419684,60
3.535670243,60
6.337169575,60
6.487173915,60
1.160102995,60
7.016115944,60
5.659510819,60
4.674388435,60
6.293902677,60
3.759483982,60
2.775626325,60
2.754325075,60
4.719700052,60
3.424769893,60
5.757872744,60
5.049545795,60
6.571869873,60
5.263804013,60
5.341798664,60
2.021521694,60
4.377767815,60
5.580240663,60
4.603425654,60
0.941477458,60
-0.024998598,60
3.963817395,60
5.644233978,60
4.863988837,60
5.653525224,60
5.316405352,60
6.780792701,60
4.207480632,60
6.519902178,60
3.426554213,60
4.811641342,60
4.987962597,60
7.318951633,60
5.809207243,60
3.935977863,60
2.64891265,60
4.755504651,60
4.281136685,60
2.480379818,60
6.918835904,60
4.397499458,60
7.270218717,60
4.4077195,60
1.401456692,60
3.916786423,60
4.454472198,60
1.125237302,60
4.80082636,60
2.20700327,60
3.652232818,60
6.686565137,60
2.20879643,60
-0.516553872,60
5.830750628,60
6.285933051,60
5.216886316,60
2.421982222,60
6.11989568,60
5.70469428,60
-0.470125707,60
4.204862729,60
4.547729463,60
6.837888313,60
4.57076044,60
5.800336628,60
4.244033223,60
6.027914596,60
4.427917062,60
2.496946811,60
3.545438458,60
2.570271053,60
5.269800666,60
3.717175202,60
6.593022377,60
5.436921691,60
3.999078886,60
5.641784236,60
5.750469997,60
4.674678997,60
1.982112113,60
5.623657235,60
5.837870213,60
4.746178061,60
5.69374452,60
4.973369789,60
7.356689558,60
2.845664763,60
4.052336766,60
1.959624875,60
3.254973592,60
5.66292016,60
5.99599965,60
5.254811711,60
5.551133606,60
5.901648949,60
4.816014658,60
6.162999717,60
5.946098955,60
6.273044551,60
6.631451123,60
3.283273192,60
6.016757543,60
5.361106034,60
3.928217458,60
3.879429066,60
4.35822026,60
3.854138728,60
1.04481771,60
6.205685167,60
4.479234039,60
4.970529359,60
5.601090041,60
4.86676335,60
0.681953478,60
2.40321336,60
3.05525047,60
3.685377541,60
5.713251559,60
6.493615786,60
5.512877309,60
5.569578539,60
5.032188158,60
7.510442332,60
2.46020005,60
3.812725547,60
3.564375706,60
5.896775303,60
3.613717895,60
6.07889013,60
4.701580335,60
1.760273253,60
1.627025264,60
4.079466982,60
1.806867944,60
3.178653829,60
0.838513928,60
4.799343936,60
6.22198321,60
7.090867653,60
3.41720775,60
5.466847072,60
5.317978915,60
4.869971828,60
5.558097506,60
3.453956632,60
6.483217073,60
5.562493671,60
4.726851457,60
4.97998772,60
6.408641252,60
2.898573539,60
4.905741701,60
2.32945028,60
6.994280381,60
4.945756546,60
4.313635078,60
4.52105904,60
6.04171159,60
6.025241016,60
6.994033622,60
4.347096296,60
5.638223359,60
3.548554495,60
4.596744131,60
3.200900287,60
5.951151447,60
5.965170757,60
6.10825269,60
4.543366853,60
6.713964719,60
5.29050733,60
5.92718409,60
5.04962436,60
8.480976845,60
2.247356937,60
4.809586245,60
2.991378633,60
3.856607457,60
5.157168094,60
5.998947656,60
3.962663728,60
4.932992954,60
8.237220776,60
1.004098809,60
5.154564232,60
5.583477206,60
6.279413336,60
3.877030013,60
3.36791178,60
4.942590198,60
6.821559543,60
1.983238324,60
3.823667286,60
5.751629249,60
5.77990591,60
5.208770485,60
4.889015217,60
5.689493865,60
5.307439074,60
4.150757759,60
6.591655396,60
2.260978234,60
3.731537165,60
6.214379496,60
4.45083178,60
4.802053979,60
5.716124968,60
1.544730106,60
6.538537666,60
5.840849892,60
6.115971111,60
5.220635805,60
6.447406938,60
5.336391399,60
8.784636681,60
4.612024237,60
6.728059605,60
4.774877034,60
2.515816399,60
1.983582658,60
3.618792119,60
2.875957319,60
4.214547537,60
3.741740866,60
5.634269034,60
5.014528057,60
7.11839105,60
6.542406702,60
3.514274174,60
3.412335581,60
5.553566145,60
5.550388844,60
5.983811589,60
3.946606342,60
2.754930953,60
3.945205936,60
2.59158999,60
5.655432361,60
5.041988677,60
6.224609643,60
4.521151817,60
4.87716447,60
4.046280643,60
4.26131877,60
6.157116887,60
7.260269987,60
3.051934649,60
5.650282629,60
6.181075741,60
5.730746982,60
3.761542138,60
4.487918778,60
3.398171058,60
4.163134573,60
4.758570288,60
3.607135248,60
4.704066126,60
5.942442672,60
4.407184904,60
4.311767845,60
8.03696889,60
5.31369662,60
3.853932402,60
1.827593458,60
3.815220868,60
4.548751442,60
5.86206154,60
4.522172461,60
6.951062576,60
5.733876722,60
4.656015703,60
8.071694962,60
5.491435658,60
3.816161435,60
4.868997871,60
3.260037215,60
3.747565948,60
7.143267433,60
2.359751306,60
4.354192462,60
0.221090664,60
4.331118551,60
5.756092863,60
4.634325512,60
5.269740611,60
3.237773885,60
6.795583168,60
7.187607488,60
7.775721168,60
5.076345576,60
3.886171702,60
5.352287095,60
3.875065769,60
2.02770926,60
2.667375062,60
4.821213763,60
3.879864067,60
7.872301899,60
7.886410496,60
5.767227917,60
4.300104409,60
6.391847079,60
5.142901875,60
6.20381807,60
5.608791346,60
6.341491258,60
4.636965232,60
2.843548297,60
7.06252391,60
6.786857335,60
3.513468928,60
1.650168106,60
7.516089896,60
4.681799576,60
3.721673584,60
1.957838668,60
3.324389893,60
0.552334882,60
4.085382197,60
3.372784951,60
5.896370206,60
4.599008818,60
6.081643719,60
5.878690347,60
5.702064335,60
3.261174658,60
5.665545091,60
3.783821621,60
7.477072867,60
2.786336371,60
5.865826074,60
5.647587521,60
4.394925831,60
4.385907416,60
6.664104285,60
1.583932286,60
4.844815143,60
7.032742149,60
8.380580295,60
6.655848209,60
6.794415849,60
3.432102692,60
3.379537593,60
4.198454449,60
4.073578367,60
5.005465398,60
1.852273982,60
3.759898368,60
3.495178239,60
