log(MSE-PCA-components),comp,log(MSE-PCA-50-components),log(MSE-PCA-55-components),log(MSE-PCA-60-components)
3.92938544,50,,,
5.254850119,50,,,
4.753300364,50,,,
2.191254167,50,,,
6.102197746,50,,,
4.841925389,50,,,
4.173437488,50,,,
5.447315263,50,,,
-0.350096116,50,,,
6.417643704,50,,,
6.450198403,50,,,
5.620873168,50,,,
6.406644253,50,,,
5.923322863,50,,,
6.435260194,50,,,
4.912267956,50,,,
2.624371333,50,,,
5.478920325,50,,,
5.560731221,50,,,
3.520345317,50,,,
-0.035583537,50,,,
5.232891163,50,,,
6.396844431,50,,,
6.192346575,50,,,
5.195975734,50,,,
5.412159474,50,,,
7.172424156,50,,,
3.651574142,50,,,
5.952755925,50,,,
5.754012806,50,,,
4.962481768,50,,,
7.629014609,50,,,
6.321107223,50,,,
8.307355484,50,,,
2.911526516,50,,,
3.445512292,50,,,
5.775948975,50,,,
5.222812769,50,,,
3.058111014,50,,,
8.497726061,50,,,
5.290491106,50,,,
6.852964778,50,,,
6.503840452,50,,,
6.586697576,50,,,
6.249192879,50,,,
5.735209941,50,,,
4.118467351,50,,,
4.140900574,50,,,
6.257258557,50,,,
5.413054726,50,,,
7.948560533,50,,,
6.174017439,50,,,
7.181148587,50,,,
5.794155226,50,,,
4.551997171,50,,,
6.153641381,50,,,
6.366593743,50,,,
1.583534622,50,,,
6.129977973,50,,,
8.849758376,50,,,
3.439641551,50,,,
1.588950541,50,,,
7.189130368,50,,,
6.258532901,50,,,
5.797801714,50,,,
6.415390704,50,,,
6.422713655,50,,,
4.68240726,50,,,
6.388627978,50,,,
7.962340351,50,,,
6.118775581,50,,,
4.716957091,50,,,
6.287244049,50,,,
3.192616067,50,,,
7.710805038,50,,,
4.016572982,50,,,
4.72363997,50,,,
6.267619976,50,,,
7.299333619,50,,,
5.910864417,50,,,
1.186152921,50,,,
4.989690755,50,,,
6.448839053,50,,,
6.521118252,50,,,
5.090152022,50,,,
6.122063397,50,,,
3.482062786,50,,,
7.05395576,50,,,
6.397931808,50,,,
3.222074439,50,,,
7.504715848,50,,,
5.91493128,50,,,
4.221169308,50,,,
3.259344046,50,,,
6.579523142,50,,,
5.679787211,50,,,
4.182021255,50,,,
4.81669758,50,,,
5.603470759,50,,,
3.444387176,50,,,
6.404629453,50,,,
4.881559293,50,,,
5.700328386,50,,,
3.445694743,50,,,
6.706061564,50,,,
4.888684995,50,,,
6.047201937,50,,,
7.534060302,50,,,
5.243991734,50,,,
2.148003259,50,,,
8.510785459,50,,,
5.132214915,50,,,
5.59173808,50,,,
3.833243258,50,,,
8.40117149,50,,,
5.177783846,50,,,
6.856083238,50,,,
5.704573279,50,,,
4.418971678,50,,,
5.159456595,50,,,
5.983439728,50,,,
5.738847647,50,,,
9.251817784,50,,,
7.271367119,50,,,
6.773067264,50,,,
6.21412153,50,,,
4.610556654,50,,,
5.558480654,50,,,
8.559267106,50,,,
7.910747442,50,,,
6.507583638,50,,,
6.035631965,50,,,
3.463691999,50,,,
4.30973618,50,,,
3.19186701,50,,,
5.743606853,50,,,
5.546276665,50,,,
3.03316964,50,,,
6.844697416,50,,,
7.726977814,50,,,
3.102031984,50,,,
7.227052415,50,,,
4.325655758,50,,,
6.458240747,50,,,
4.939613017,50,,,
3.867858525,50,,,
2.195014699,50,,,
5.806645275,50,,,
6.306740266,50,,,
6.902220505,50,,,
5.763580794,50,,,
5.380443075,50,,,
5.167549138,50,,,
6.803324744,50,,,
6.588384192,50,,,
6.462817525,50,,,
6.828892882,50,,,
5.644657982,50,,,
4.773713944,50,,,
5.846265224,50,,,
6.00575191,50,,,
4.870230328,50,,,
3.918627733,50,,,
3.931495869,50,,,
6.119034871,50,,,
5.956133607,50,,,
3.376087176,50,,,
7.502164659,50,,,
7.236448345,50,,,
5.098761882,50,,,
7.399224846,50,,,
7.385002962,50,,,
7.503851844,50,,,
3.59965894,50,,,
3.622090274,50,,,
4.324634353,50,,,
4.539200465,50,,,
6.767794905,50,,,
3.378557359,50,,,
6.6757684,50,,,
6.303562842,50,,,
4.721509716,50,,,
7.858376039,50,,,
3.696323526,50,,,
4.362588443,50,,,
5.350720164,50,,,
3.870366198,50,,,
7.299769911,50,,,
5.28912239,50,,,
7.845492047,50,,,
5.999264856,50,,,
3.888043632,50,,,
5.598063483,50,,,
5.278054556,50,,,
8.638998911,50,,,
3.621998919,50,,,
7.181666078,50,,,
3.688283803,50,,,
6.722250953,50,,,
4.988748135,50,,,
4.483620299,50,,,
6.47666646,50,,,
2.658494363,55,,,
7.097919549,55,,,
7.350903104,55,,,
6.858760992,55,,,
5.220605378,55,,,
7.580588995,55,,,
4.796576884,55,,,
5.136252597,55,,,
2.497921262,55,,,
5.025395314,55,,,
4.425403651,55,,,
8.576549083,55,,,
4.703754668,55,,,
8.640832046,55,,,
4.542485902,55,,,
3.864406895,55,,,
3.820103585,55,,,
4.693118852,55,,,
6.036626281,55,,,
6.436383991,55,,,
4.803644882,55,,,
2.865831976,55,,,
5.862236191,55,,,
5.296816989,55,,,
1.092208568,55,,,
6.56400268,55,,,
6.235121682,55,,,
1.487922487,55,,,
4.650531277,55,,,
1.955129604,55,,,
4.871526738,55,,,
2.077805606,55,,,
2.874483882,55,,,
8.245520891,55,,,
4.946933337,55,,,
7.303191752,55,,,
8.086085671,55,,,
5.518973758,55,,,
7.772872987,55,,,
6.550220765,55,,,
3.173933747,55,,,
4.811222589,55,,,
8.889374877,55,,,
5.56626902,55,,,
6.163514337,55,,,
4.10055919,55,,,
7.150698155,55,,,
4.988452279,55,,,
7.994213155,55,,,
5.487195636,55,,,
2.543288409,55,,,
1.336121558,55,,,
4.758434024,55,,,
6.072880049,55,,,
5.153075567,55,,,
1.128732694,55,,,
4.901511671,55,,,
7.116533458,55,,,
8.072089775,55,,,
5.292753209,55,,,
3.883776547,55,,,
5.65231816,55,,,
4.715424135,55,,,
2.08145558,55,,,
6.471091764,55,,,
7.055956862,55,,,
5.797666143,55,,,
5.835950615,55,,,
4.730277408,55,,,
7.271661811,55,,,
4.538594435,55,,,
6.955481281,55,,,
6.582095449,55,,,
6.960188194,55,,,
6.342393998,55,,,
5.974866297,55,,,
4.420780819,55,,,
7.020720126,55,,,
6.726271201,55,,,
5.272058079,55,,,
2.341990068,55,,,
1.08472748,55,,,
5.264531565,55,,,
3.568997421,55,,,
6.204292471,55,,,
4.145557694,55,,,
4.860425052,55,,,
5.301705252,55,,,
5.097835972,55,,,
6.65560404,55,,,
5.573725149,55,,,
5.508252858,55,,,
-0.008981867,55,,,
4.959762518,55,,,
7.384028362,55,,,
4.696780487,55,,,
6.992190416,55,,,
1.616459711,55,,,
4.993749034,55,,,
2.97921322,55,,,
4.420394142,55,,,
2.760432075,55,,,
3.838516987,55,,,
2.027626903,55,,,
6.439111052,55,,,
5.316739168,55,,,
6.461935844,55,,,
2.825484145,55,,,
7.536635728,55,,,
4.485185709,55,,,
6.275260609,55,,,
6.257498499,55,,,
2.474761674,55,,,
7.148213108,55,,,
2.959450414,55,,,
5.089540693,55,,,
4.564817448,55,,,
7.068618565,55,,,
5.182598449,55,,,
5.597655335,55,,,
3.736737308,55,,,
6.421069921,55,,,
7.304046405,55,,,
8.004678851,55,,,
8.294932936,55,,,
4.199791668,55,,,
3.967512683,55,,,
4.28218535,55,,,
5.229303677,55,,,
3.468959842,55,,,
3.929834924,55,,,
6.64779981,55,,,
8.251117499,55,,,
6.125045196,55,,,
6.888617862,55,,,
6.167642616,55,,,
7.232498747,55,,,
5.340410013,55,,,
6.28431113,55,,,
0.517316961,55,,,
6.046023157,55,,,
6.782466625,55,,,
6.096465089,55,,,
6.876455809,55,,,
5.247236067,55,,,
4.206885884,55,,,
6.162106735,55,,,
5.48681981,55,,,
6.345546571,55,,,
3.668990359,55,,,
5.84119499,55,,,
6.276327795,55,,,
3.380103455,55,,,
1.671268149,55,,,
3.418201344,55,,,
7.242030126,55,,,
6.717862906,55,,,
4.916374582,55,,,
6.8625742,55,,,
2.132837954,55,,,
5.918324154,55,,,
4.797543013,55,,,
4.394833565,55,,,
7.297613968,55,,,
4.350393109,55,,,
7.904516771,55,,,
6.588481985,55,,,
2.766750485,55,,,
2.082106369,55,,,
7.183081612,55,,,
3.30815199,55,,,
5.14475399,55,,,
7.533019272,55,,,
6.693296686,55,,,
7.243161797,55,,,
6.028397091,55,,,
4.716534145,55,,,
3.019034253,55,,,
2.25705902,55,,,
5.299112339,55,,,
6.182785998,55,,,
4.809771426,55,,,
2.435943093,55,,,
7.370223647,55,,,
2.376681294,55,,,
3.394451658,55,,,
3.477663143,55,,,
4.4712214,55,,,
5.160301271,55,,,
8.743599101,55,,,
9.052363326,55,,,
6.065196396,55,,,
4.636218943,55,,,
6.937184255,55,,,
7.745890392,55,,,
5.795597005,55,,,
7.634723995,55,,,
3.330492426,55,,,
7.326912637,55,,,
3.601993469,55,,,
5.374216793,55,,,
3.179302999,55,,,
1.913492935,55,,,
7.004160329,55,,,
5.76037636,55,,,
3.596641485,55,,,
5.120215015,55,,,
4.061374152,55,,,
7.065795045,55,,,
7.260479448,55,,,
5.108028024,55,,,
2.924056527,55,,,
5.231019018,55,,,
3.844375163,55,,,
2.230209956,55,,,
4.283972061,55,,,
4.784535437,55,,,
4.139613442,55,,,
8.569889063,55,,,
3.959433987,55,,,
5.649664406,55,,,
3.839634089,55,,,
4.680448803,55,,,
3.697276867,55,,,
4.342358159,55,,,
4.064974061,55,,,
5.288519308,55,,,
0.470979715,55,,,
2.729068006,55,,,
4.78549186,55,,,
5.231878359,55,,,
4.672758955,55,,,
3.35068974,55,,,
8.057022404,55,,,
6.781768907,55,,,
5.877798781,55,,,
4.866661384,55,,,
6.698888542,55,,,
7.196332676,55,,,
6.57198033,55,,,
3.609447039,55,,,
6.425622183,55,,,
4.96209101,55,,,
6.961300052,55,,,
7.362075188,55,,,
7.457500007,55,,,
3.838141166,55,,,
7.091393882,55,,,
3.361649955,55,,,
5.212279609,55,,,
7.018570724,55,,,
5.354849728,55,,,
4.624526319,55,,,
6.238006017,55,,,
7.669916332,55,,,
6.864188598,55,,,
6.534528771,55,,,
6.687871466,55,,,
5.283702033,55,,,
5.578464273,55,,,
6.660978166,55,,,
6.247361487,55,,,
3.393027092,55,,,
1.595414877,55,,,
6.621364487,55,,,
6.653083893,55,,,
4.654257634,55,,,
6.044287496,55,,,
6.524628799,55,,,
5.491696074,55,,,
5.027968136,55,,,
6.731996078,55,,,
2.595928144,55,,,
4.973087302,55,,,
4.263384112,55,,,
6.03982403,55,,,
4.139903853,55,,,
5.95222448,55,,,
7.298360555,55,,,
6.549612627,55,,,
5.245037172,55,,,
-0.262707646,55,,,
4.411289217,55,,,
6.984331781,55,,,
4.842147298,55,,,
6.473846968,55,,,
2.791649153,55,,,
3.756393419,55,,,
5.434661011,55,,,
5.426860112,55,,,
3.130109313,55,,,
6.041307812,55,,,
5.698428865,55,,,
5.103002211,55,,,
4.784533524,55,,,
2.935345279,55,,,
2.858929282,55,,,
3.613302038,55,,,
5.801074978,55,,,
6.716703999,55,,,
4.619267133,55,,,
2.44987768,55,,,
4.131569029,55,,,
3.687928379,55,,,
1.609376875,55,,,
5.363559071,55,,,
6.389385015,55,,,
5.516031717,55,,,
6.850545743,55,,,
5.990186074,55,,,
7.144943888,55,,,
2.082218596,55,,,
6.801005113,55,,,
5.869162808,55,,,
5.920287094,55,,,
4.57976583,55,,,
6.406522801,55,,,
2.985648954,55,,,
6.287581311,55,,,
-0.017035768,55,,,
6.195626656,55,,,
6.525205566,55,,,
4.770501244,55,,,
5.318118348,55,,,
2.162239942,55,,,
5.468056986,55,,,
5.772963181,55,,,
4.743936627,55,,,
5.15511939,55,,,
5.99995157,55,,,
3.882553085,55,,,
6.24787649,55,,,
7.048599691,55,,,
8.310809716,55,,,
3.201228965,55,,,
3.353081429,55,,,
3.285403828,55,,,
5.927550424,55,,,
3.363842968,55,,,
4.745107257,55,,,
6.252240402,55,,,
8.093343722,55,,,
6.689126287,55,,,
5.121439553,55,,,
0.328853127,55,,,
6.94745625,55,,,
5.385015336,55,,,
5.253898725,55,,,
8.400222275,55,,,
8.613743552,55,,,
3.784044318,55,,,
5.503672535,55,,,
6.24321851,55,,,
5.264530854,55,,,
4.427600748,55,,,
4.996775447,55,,,
3.058186992,55,,,
3.419917545,55,,,
8.035609925,55,,,
6.649910559,55,,,
5.417268814,55,,,
3.956182685,55,,,
7.21659979,55,,,
4.804055314,55,,,
5.559342598,55,,,
6.853394895,55,,,
4.762554028,55,,,
8.266079764,55,,,
3.894270223,55,,,
5.859885636,55,,,
2.997346875,55,,,
3.093741694,55,,,
5.395593926,55,,,
3.54618142,55,,,
6.79707705,55,,,
4.815855226,55,,,
4.498526601,55,,,
6.125774683,55,,,
4.132366253,55,,,
4.190044228,55,,,
3.297697272,55,,,
4.512230348,55,,,
5.344237161,55,,,
6.96432382,55,,,
4.882415986,55,,,
5.208573795,55,,,
7.508392263,55,,,
6.409030822,55,,,
8.167362834,55,,,
2.624757266,55,,,
4.108038217,55,,,
7.23083066,55,,,
4.946409875,55,,,
7.299569562,55,,,
6.786987146,55,,,
7.765076938,55,,,
6.417455417,55,,,
3.987697525,55,,,
6.461940706,55,,,
7.70675138,55,,,
4.896364873,55,,,
3.855306999,55,,,
3.424873714,55,,,
4.278268914,55,,,
2.330342626,55,,,
4.376195496,55,,,
7.975471486,55,,,
5.911486194,55,,,
3.527642787,55,,,
4.472027425,55,,,
5.873563535,55,,,
4.986533798,55,,,
5.820513027,55,,,
4.04865399,55,,,
5.286156009,55,,,
8.162444087,55,,,
3.174594918,55,,,
4.969700654,55,,,
3.868256502,55,,,
3.885443635,55,,,
5.367352921,55,,,
4.269666291,55,,,
7.127157808,55,,,
3.164977758,55,,,
5.223538522,55,,,
6.156198414,55,,,
6.801584804,55,,,
3.454330972,55,,,
5.410357285,55,,,
5.908334345,55,,,
5.355302273,55,,,
4.104366249,55,,,
6.037532875,55,,,
4.972195176,55,,,
3.522798892,55,,,
3.846982731,55,,,
3.923209893,55,,,
7.929022649,55,,,
2.883748752,55,,,
7.374088258,55,,,
8.526843214,55,,,
4.000528525,55,,,
8.008577344,55,,,
8.62958607,55,,,
5.18561362,55,,,
3.993202668,55,,,
0.506709498,55,,,
6.559060537,55,,,
7.358374294,55,,,
5.953185746,55,,,
5.190987292,55,,,
5.376424844,55,,,
3.123046162,55,,,
6.219541496,55,,,
6.326730776,55,,,
5.364114922,55,,,
5.747543408,55,,,
7.216445022,55,,,
2.996679396,55,,,
4.364191606,55,,,
3.692058523,55,,,
7.51635987,55,,,
5.709441532,55,,,
6.858572536,55,,,
4.554712242,55,,,
2.703201429,55,,,
5.129591506,55,,,
2.176462017,55,,,
4.674464322,55,,,
6.691375151,55,,,
4.804728577,55,,,
2.581754011,55,,,
6.40661005,55,,,
5.626205326,55,,,
6.164512207,55,,,
3.654120544,55,,,
3.316633845,55,,,
4.936150335,55,,,
6.510699567,55,,,
8.460781519,55,,,
8.886964512,55,,,
7.928590819,55,,,
5.508768712,55,,,
3.206198764,55,,,
6.199093686,55,,,
4.719372736,55,,,
5.465677126,55,,,
6.076483024,55,,,
7.854174358,55,,,
5.848035439,55,,,
6.08060645,55,,,
2.507361534,55,,,
3.333754256,55,,,
6.015029421,55,,,
5.203997968,55,,,
5.949614758,55,,,
6.355086284,55,,,
5.965851497,55,,,
5.305248552,55,,,
5.661093298,55,,,
0.959519983,55,,,
5.659604119,55,,,
5.719613781,55,,,
6.692537352,55,,,
8.335808166,55,,,
5.712159056,55,,,
4.763718053,55,,,
7.091478619,55,,,
4.609145429,55,,,
4.92178985,55,,,
6.016155224,55,,,
5.01234414,55,,,
3.086828403,55,,,
5.649457406,55,,,
7.044196124,55,,,
6.468750816,55,,,
9.199265738,55,,,
5.194589141,55,,,
5.056856554,55,,,
6.64947775,55,,,
3.307763391,55,,,
2.238681136,55,,,
7.167461431,55,,,
4.159435823,55,,,
7.395849844,55,,,
6.29678518,55,,,
5.044200357,55,,,
6.683424939,55,,,
3.747912305,55,,,
5.75390532,55,,,
4.570605973,55,,,
6.366474826,55,,,
7.217084814,55,,,
2.947391609,55,,,
6.523532729,55,,,
1.594021222,55,,,
3.681889444,55,,,
7.06564964,55,,,
7.459331072,55,,,
8.061821946,55,,,
7.894892453,55,,,
2.46862595,55,,,
5.62172485,55,,,
5.867491601,55,,,
5.715326858,55,,,
6.384237861,55,,,
1.425226143,55,,,
2.607496501,55,,,
3.202605258,55,,,
5.419245408,55,,,
7.038931474,55,,,
6.406853371,55,,,
4.31606539,55,,,
6.562051016,55,,,
6.177088813,55,,,
5.950061278,55,,,
4.614661439,55,,,
5.722794424,55,,,
5.138910243,55,,,
5.11572087,55,,,
4.906438516,55,,,
7.386632396,55,,,
4.393576197,55,,,
5.448268589,55,,,
3.273430823,55,,,
3.775036642,55,,,
5.708712876,55,,,
1.634675227,55,,,
9.288633927,55,,,
8.26361769,55,,,
5.570714958,55,,,
7.732194878,55,,,
3.988844165,55,,,
9.452899795,55,,,
7.289029269,55,,,
7.460104644,55,,,
6.333539969,55,,,
3.399948433,55,,,
5.509614228,55,,,
3.392830671,55,,,
4.321564673,55,,,
8.393852143,55,,,
5.372911344,55,,,
4.607418176,55,,,
4.444539588,55,,,
6.442082031,55,,,
8.485412502,55,,,
4.739312411,55,,,
5.950114833,55,,,
5.486543962,55,,,
7.388035597,55,,,
4.758888033,55,,,
6.431030161,55,,,
4.131100685,55,,,
7.949680527,55,,,
7.728858234,55,,,
2.825998696,55,,,
4.979067926,55,,,
4.577867549,55,,,
6.569329035,55,,,
3.436500759,55,,,
6.13012546,55,,,
5.757045556,55,,,
7.137812437,55,,,
5.200166011,55,,,
5.933304242,55,,,
7.787067418,55,,,
4.892286608,55,,,
6.588526416,55,,,
3.600131785,55,,,
8.791752776,55,,,
6.198197165,55,,,
3.111516106,55,,,
4.270188385,55,,,
6.106623089,55,,,
4.60439703,55,,,
7.416725958,55,,,
5.270519005,55,,,
5.147616007,55,,,
4.408965904,55,,,
7.284275791,55,,,
6.410412645,55,,,
4.899655086,55,,,
5.525388133,55,,,
6.037151131,55,,,
4.292462606,55,,,
2.540304515,55,,,
4.830190271,55,,,
6.639220369,55,,,
6.965609868,55,,,
3.903854972,55,,,
5.82336655,55,,,
3.202889964,55,,,
3.62064188,55,,,
0.565145948,55,,,
3.859410482,55,,,
5.847583279,55,,,
8.390687292,55,,,
6.146926329,55,,,
3.694097673,55,,,
5.920157771,55,,,
5.501334813,55,,,
7.922782808,55,,,
7.100262039,55,,,
3.595119281,55,,,
7.412079587,55,,,
6.070540014,55,,,
5.96357903,55,,,
3.590222999,55,,,
6.469196685,55,,,
3.164683982,55,,,
3.490081038,55,,,
3.649019254,55,,,
9.267024012,55,,,
5.699201891,55,,,
2.214073346,55,,,
5.224851008,55,,,
5.641459596,55,,,
4.797661212,55,,,
7.223383266,55,,,
2.69014281,55,,,
3.622325557,55,,,
-0.058760973,55,,,
2.303722751,55,,,
8.891404415,55,,,
4.552372207,55,,,
4.758412686,55,,,
7.586412355,55,,,
3.097895086,55,,,
6.06655623,55,,,
5.664047555,55,,,
7.362429029,55,,,
4.867447237,55,,,
7.705063871,55,,,
3.648318732,55,,,
6.665911155,55,,,
9.184857425,55,,,
3.681817222,55,,,
7.342228763,55,,,
2.45353328,55,,,
4.72311407,55,,,
4.041901111,55,,,
5.902403675,55,,,
2.834488883,55,,,
7.288968446,55,,,
1.232847245,55,,,
6.873547063,55,,,
5.733660673,55,,,
4.631610003,55,,,
7.148432015,55,,,
3.88281895,55,,,
6.140023845,55,,,
8.383986237,55,,,
3.805262109,55,,,
5.560736326,55,,,
7.168629411,55,,,
5.945229975,55,,,
6.594027094,55,,,
5.623223789,55,,,
3.594083478,55,,,
2.768946692,55,,,
4.316455069,55,,,
7.138062441,55,,,
5.326482426,55,,,
1.037480501,55,,,
6.6160975,55,,,
4.444039202,55,,,
4.97008453,55,,,
4.907565943,55,,,
7.992128508,55,,,
7.337967076,55,,,
5.323246351,55,,,
4.390257401,55,,,
6.449670329,55,,,
4.634194343,55,,,
6.584392392,55,,,
7.488181412,55,,,
3.298723389,55,,,
6.161578486,55,,,
5.038546371,55,,,
3.362868361,55,,,
7.723610367,55,,,
2.289380311,55,,,
4.022289254,55,,,
6.803704212,55,,,
5.974678558,55,,,
4.180467801,55,,,
2.803780141,55,,,
6.25155781,55,,,
5.029349867,55,,,
5.469373659,55,,,
4.673252426,55,,,
5.98963575,55,,,
1.442943807,55,,,
3.519498856,55,,,
6.991351134,55,,,
4.545369933,55,,,
4.223743582,55,,,
7.267754092,55,,,
5.676064411,55,,,
6.262992791,55,,,
2.900596105,55,,,
6.932578573,55,,,
6.264113833,55,,,
6.21695964,55,,,
8.068757581,55,,,
5.597773307,55,,,
6.503874776,55,,,
7.355834885,55,,,
2.096911943,55,,,
3.963915912,55,,,
7.125282232,55,,,
6.84973628,55,,,
4.508481172,55,,,
7.09908395,55,,,
5.444049004,55,,,
7.717920982,55,,,
5.359234196,55,,,
4.728036444,55,,,
6.125475332,55,,,
3.891054263,55,,,
8.8322666,55,,,
8.739902591,55,,,
6.814851375,55,,,
4.477736064,55,,,
7.798708265,55,,,
6.899805443,55,,,
7.557900893,55,,,
6.150969823,55,,,
4.718630061,55,,,
5.16651735,55,,,
1.120675447,55,,,
3.748460189,55,,,
6.040737463,55,,,
3.433184073,55,,,
1.480957914,55,,,
2.045339238,55,,,
5.821552806,55,,,
4.24637311,55,,,
7.608941721,55,,,
5.723395396,55,,,
3.929509301,55,,,
6.35836701,55,,,
5.721962115,55,,,
3.888471153,55,,,
5.551289779,55,,,
5.94207935,55,,,
6.095840165,55,,,
7.99777791,55,,,
6.396618836,55,,,
6.332550925,55,,,
5.899478464,55,,,
6.816511904,55,,,
7.110412307,55,,,
6.792192068,55,,,
6.824971884,55,,,
5.803547761,55,,,
5.649090284,55,,,
